congress	chamber	committee	committee_short	year	date	hearing_title	hearing_id	witness	affiliation	opensectrets_industry	opensectrets_sector	category	subcategory	state_research	contrarian_organisation	contrarian	denialist
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-04-10	Strengths and Weaknesses of Regulating Greenhouse Gas Emissions Using Existing Clean Air Act Authorities	110hhrg51574	Raymond Ludwiszewski, Partner, Gibson, Dunn & Crutcher LLP	Gibson, Dunn and Crutcher	Lawyers/Law Firms	Lawyers & Lobbyists	Business & Services	Lawyers & Lobbyists	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-04-10	Strengths and Weaknesses of Regulating Greenhouse Gas Emissions Using Existing Clean Air Act Authorities	110hhrg51574	Lisa Heinzerling, Professor of Law, Georgetown University Law Center	Georgetown University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2008	2008-04-10	Strengths and Weaknesses of Regulating Greenhouse Gas Emissions Using Existing Clean Air Act Authorities	110hhrg51574	Peter Glaser, Partner, Troutman Sanders LLP	Troutman Sanders	Lawyers/Law Firms	Lawyers & Lobbyists	Business & Services	Lawyers & Lobbyists	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2008	2008-04-16	Green Capital: Seeding Innovation and the Future Economy	110hhrg61638	Mr. David Prend, Co-founder and Managing General Partner, RockPort Capital Partners	Rockport Capital Partners	Venture capital	Finance, Insurance & Real Estate	Business & Services	Finance, Insurance & Real Estate	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2008	2008-04-16	Green Capital: Seeding Innovation and the Future Economy	110hhrg61638	Mr. Dan Braun, Director, Global Environmental Finance, Stark Investments	Stark Investments	Securities & Investment	Finance, Insurance & Real Estate	Business & Services	Finance, Insurance & Real Estate	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2008	2008-04-16	Green Capital: Seeding Innovation and the Future Economy	110hhrg61638	Mr. Daniel R. Abbasi, Director, MissionPoint Capital Partners	Missionpoint Capital Partners	Securities & Investment	Finance, Insurance & Real Estate	Business & Services	Finance, Insurance & Real Estate	0		Other witness	Other witness
110	Senate	Committee on Foreign Relations	Foreign Relations	2007	2007-11-13	International Climate Change Negotiations: Restoring U.s. Leadership	110shrg44771	Dobriansky, Hon. Paula J., Under Secretary for Democracy and Global Affairs	Under Secretary for Democracy and Global Affairs	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Foreign Relations	Foreign Relations	2007	2007-11-13	International Climate Change Negotiations: Restoring U.s. Leadership	110shrg44771	Sandor, Dr. Richard, chairman and CEO, Chicago Climate Exchange, Chicago, IL	Chicago Climate Exchange	Securities & Investment	Finance, Insurance & Real Estate	Business & Services	Finance, Insurance & Real Estate	0		Other witness	Other witness
110	Senate	Committee on Foreign Relations	Foreign Relations	2007	2007-11-13	International Climate Change Negotiations: Restoring U.s. Leadership	110shrg44771	Wirth, Hon. Timothy, President, United Nations Foundation, Washington, DC	United Nations	Non-Profit Institutions	Other	Non-Profit Organisations	Nonpartisan Non-Profits	0		Other witness	Other witness
110	Senate	Committee on Foreign Relations	Foreign Relations	2007	2007-11-13	International Climate Change Negotiations: Restoring U.s. Leadership	110shrg44771	Pershing, Dr. Jonathan, director, Climate, Energy, and Pollution Program, World Resources Institute, Washington, DC	World Resources Institute	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-05-09	Emerging Technologies and Practices for Reducing Greenhouse Gas Emissions	110shrg55929	Chiang, Yet-Ming, professor, Department of Materials Science and Engineering, Massachusetts Institute of Technology	Massachusetts Institute of Technology	Education	Other	Scientists	Scientists	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-05-09	Emerging Technologies and Practices for Reducing Greenhouse Gas Emissions	110shrg55929	Little, Mark M., senior vice president and director, GE Global Research	GE Global Research	Misc Manufacturing & Distributing	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-05-09	Emerging Technologies and Practices for Reducing Greenhouse Gas Emissions	110shrg55929	Stanway, James W., senior director, Global Supplier Initiatives, Wal-Mart Stores, Inc	Wal-Mart Stores	Retail Sales	Misc Business	Business & Services	Misc Business	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-05-09	Emerging Technologies and Practices for Reducing Greenhouse Gas Emissions	110shrg55929	Rencheck, Michael W., senior vice president for Engineering, Projects and Field Services, American Electric Power	American Electric Power	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-05-09	Emerging Technologies and Practices for Reducing Greenhouse Gas Emissions	110shrg55929	Fees, John A., chief executive officer, The Babcock and Wilcox Companies	Babcock and Wilcox	Nuclear Energy	Energy & Natural Resources	Alternative Energy	Alternative Energy	0		Other witness	Other witness
110	Senate	Committee on Agriculture, Nutrition, and Forestry	Agriculture	2008	2008-05-21	Creating Jobs with Climate Solutions: How Agriculture and Forestry Can Help Lower Costs in A Low-Carbon Economy	110shrg44764	Broekhoff, Derik, Senior Associate, World Resources Institute	World Resources Institute	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	Senate	Committee on Agriculture, Nutrition, and Forestry	Agriculture	2008	2008-05-21	Creating Jobs with Climate Solutions: How Agriculture and Forestry Can Help Lower Costs in A Low-Carbon Economy	110shrg44764	Corneli, Steven, Vice President, Market and Climate Policy, NRG Energy, Inc	NRG Energy	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	Senate	Committee on Agriculture, Nutrition, and Forestry	Agriculture	2008	2008-05-21	Creating Jobs with Climate Solutions: How Agriculture and Forestry Can Help Lower Costs in A Low-Carbon Economy	110shrg44764	Lubowski, Ruben N., Ph.D., Forest Carbon Economics Fellow, Environmental Defense Fund	Environmental Defense Fund	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	Senate	Committee on Agriculture, Nutrition, and Forestry	Agriculture	2008	2008-05-21	Creating Jobs with Climate Solutions: How Agriculture and Forestry Can Help Lower Costs in A Low-Carbon Economy	110shrg44764	Wayburn, Laurie A., President, and Co-Founder, Pacific Forest Trust	Pacific Forest Trust	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	Senate	Committee on Agriculture, Nutrition, and Forestry	Agriculture	2008	2008-05-21	Creating Jobs with Climate Solutions: How Agriculture and Forestry Can Help Lower Costs in A Low-Carbon Economy	110shrg44764	Wittman, Dick, Member, Steering Committee, Agricultural Carbon Market Working Group, and Former President, Pacific Northwest Direct Seed Association	Pacific Northwest Direct Seed Association	Crop Production & Basic Processing	Agribusiness	Carbon-intensive Industry	Agribusiness	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-06-28	Examining Global Warming Issues in the Power Plant Sector	110shrg61973	Darbee, Peter A., Chairman, CEO and President, PG&E Corporation	PG&E Corporation	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-06-28	Examining Global Warming Issues in the Power Plant Sector	110shrg61973	Grumet, Jason, Executive Director, National Commission on Energy Policy	Commission on Energy	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-06-28	Examining Global Warming Issues in the Power Plant Sector	110shrg61973	Hay, Lewis III, Chairman and Chief Executive Officer, FPL Group	FPL Group	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-06-28	Examining Global Warming Issues in the Power Plant Sector	110shrg61973	Hawkins, David G., Director, Climate Center, Natural Resources Defense Council	Natural Resources Defense Council	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-06-28	Examining Global Warming Issues in the Power Plant Sector	110shrg61973	Rogers, James E., Chairman, President and CEO, Duke Energy Corporation	Duke Energy	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-06-28	Examining Global Warming Issues in the Power Plant Sector	110shrg61973	Donohue, Thomas J., President and CEO, U.S. Chamber of Commerce	U.S. Chamber of Commerce	Business Associations	Misc Business	Business & Services	Misc Business	0	US Chamber of Commerce	Contrarian	Other contrarian
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-06-28	Examining Global Warming Issues in the Power Plant Sector	110shrg61973	Lewis, Marlo, Senior Fellow, Competitive Enterprise Institute	Competitive Enterprise Institute	Republican/Conservative	Ideological/Single-Issue	Non-Profit Organisations	Partisan Non-Profits	0	Competitive Enterprise Institute	Contrarian	Denialist
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-06-28	Examining Global Warming Issues in the Power Plant Sector	110shrg61973	Murray, Robert E., Chairman, President and Chief Executive Officer, Murray Energy Corporation	Murray Energy	Coal mining	Energy & Natural Resources	Fossil Fuel Industry	Fossil Fuel Extraction	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-06-28	Examining Global Warming Issues in the Power Plant Sector	110shrg61973	Borelli, Thomas J., Ph.D., Portfolio Manager, Free Enterprise Action Fund	Free Enterprise Action Fund	Securities & Investment	Finance, Insurance & Real Estate	Business & Services	Finance, Insurance & Real Estate	0		Other witness	Other witness
110	House	Committee on Science and Technology	Science and Technology	2007	2007-10-17	Disappearing Polar Bears and Permafrost: Is A Global Warming Tipping Point Embedded in the Ice?	110hhrg38259	Dr. Richard B. Alley, Evan Pugh Professor of Geosciences, Department of Geosciences, Pennsylvania State University	Pennsylvania State University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
110	House	Committee on Science and Technology	Science and Technology	2007	2007-10-17	Disappearing Polar Bears and Permafrost: Is A Global Warming Tipping Point Embedded in the Ice?	110hhrg38259	Dr. Glenn Patrick Juday, Professor of Forest Ecology, School of Natural Resources and Agricultural Sciences, University of Alaska at Fairbanks	University of Alaska	Education	Other	Scientists	Scientists	0		Other witness	Other witness
110	House	Committee on Science and Technology	Science and Technology	2007	2007-10-17	Disappearing Polar Bears and Permafrost: Is A Global Warming Tipping Point Embedded in the Ice?	110hhrg38259	Dr. Susan D. Haseltine, Associate Director for Biology, U.S. Geological Survey, U.S. Department of Interior	Geological Survey	Civil Servants/Public Officials	Other	Scientists	Government Scientists	1		Other witness	Other witness
110	House	Committee on Science and Technology	Science and Technology	2007	2007-10-17	Disappearing Polar Bears and Permafrost: Is A Global Warming Tipping Point Embedded in the Ice?	110hhrg38259	Ms. Kassie R. Siegel, Director, Climate, Air and Energy Program, Center for Biological Diversity, Joshua Tree, California	Center for Biological Diversity	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-03-15	Climate Change: State and Local Perspectives	110hhrg37423	Patrick McCrory, mayor, city of Charlotte, NC	City of Charlotte, NC	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-03-15	Climate Change: State and Local Perspectives	110hhrg37423	Linda Adams, secretary, California Environmental Protection Agency, Sacramento, CA	Environmental Protection Agency	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-03-15	Climate Change: State and Local Perspectives	110hhrg37423	Lisa P. Jackson, commissioner, New Jersey Department of Environmental Protection, Trenton, NJ	Department of Environmental	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-03-15	Climate Change: State and Local Perspectives	110hhrg37423	Ron Curry, cabinet secretary, State of New Mexico Environment Department, Santa Fe, NM	State of New Mexico	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	House	Committee on Energy and Commerce	Energy and Commerce	2007	2007-03-15	Climate Change: State and Local Perspectives	110hhrg37423	Julie Caruthers Parsley, commissioner, Public Utility Commission of Texas, Austin, TX	Public Utility Commission	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-07-24	Economic and International Issues in Global Warming Policy	110shrg61977	Profeta, Timothy, Director, Nicholas Institute for Environmental Policy Solutions, Duke University	Duke University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-07-24	Economic and International Issues in Global Warming Policy	110shrg61977	Masters, Blythe, Managing Director, JP Morgan Securities	Jp Morgan Securities	Securities & Investment	Finance, Insurance & Real Estate	Business & Services	Finance, Insurance & Real Estate	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-07-24	Economic and International Issues in Global Warming Policy	110shrg61977	Baugh, Robert, Executive Director, Industrial Union Council, AFL- CIO	Afl- Cio	Industrial Unions	Labour	Non-Profit Organisations	Labour	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-07-24	Economic and International Issues in Global Warming Policy	110shrg61977	Edward, Garth, Trading Manager, Shell International Trading and Shipping Company	Shell International Trading	Oil & Gas	Energy & Natural Resources	Fossil Fuel Industry	Fossil Fuel Extraction	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-07-24	Economic and International Issues in Global Warming Policy	110shrg61977	Thorning, Margo, Senior Vice President and Chief Economist, American Council for Capital Formation	American Council for Capital Formation	Business Associations	Misc Business	Business & Services	Misc Business	0	American Council for Capital Formation	Contrarian	Other contrarian
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-10-24	Examine America's Climate Security Act of 2007	110shrg73579	Anton, Kevin, President, Alcoa Materials Management	Alcoa Materials Management	Mining	Energy & Natural Resources	Carbon-intensive Industry	Mining	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-10-24	Examine America's Climate Security Act of 2007	110shrg73579	Beinecke, Frances, President, Natural Resources Defense Council	Natural Resources Defense Council	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-10-24	Examine America's Climate Security Act of 2007	110shrg73579	Moomaw, William R., Director of The Fletcher School Center For International Environment and Resource Policy, Tufts University	Tufts University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-10-24	Examine America's Climate Security Act of 2007	110shrg73579	Roehm, Will, Vice President, Montana Grain Growers Association	Grain Growers Association	Crop Production & Basic Processing	Agribusiness	Carbon-intensive Industry	Agribusiness	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-10-24	Examine America's Climate Security Act of 2007	110shrg73579	Cicio, Paul N., President, Industrial Energy Consumers of America	Industrial Energy Consumers of America	Misc Manufacturing & Distributing	Misc Business	Carbon-intensive Industry	Manufacturing	0	industrial energy consumers of america	Contrarian	Other contrarian
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2007	2007-11-14	State Leadership Towards a Low-Carbon Energy Future	110hhrg58414	Hon. Elliot Spitzer, Governor, New York	Governor, New York	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2007	2007-11-14	State Leadership Towards a Low-Carbon Energy Future	110hhrg58414	Hon. Janet Napolitano, Governor, Arizona	Governor, Arizona	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Environment and Public Works	Environment and Public Works	2007	2007-03-21	Vice President AL Gore's Perspective on Global Warming	110shrg55923	Gore, Hon. Al, Former Vice President of the United States and Former Senator from the State of Tennessee	Former Vice President of the United States and Former Senator From the State of Tennessee	Retired	Other	Other	Individuals	0		Other witness	Other witness
110	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2008	2008-05-20	Climate Change Legislation	110shrg44664	McLean, Brian J., Director, Office of Atmospheric Programs, Office of Air and Radiation, Environmental Protection Agency	Environmental Protection Agency	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2008	2008-05-20	Climate Change Legislation	110shrg44664	Hannegan, Bryan, Vice President, Environment and Generation, the Electric Power Research Institute	Electric Power Research Institute	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
110	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2008	2008-05-20	Climate Change Legislation	110shrg44664	Orszag, Peter R., Director, Congressional Budget Office	Congressional Budget Office	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2008	2008-05-20	Climate Change Legislation	110shrg44664	Gruenspecht, Howard, Deputy Administrator, Energy Information Administration	Energy Information Administration	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2008	2008-05-20	Climate Change Legislation	110shrg44664	Parker, Larry, Congressional Research Service	Congressional Research Service	Civil Servants/Public Officials	Other	Scientists	Government Scientists	1		Other witness	Other witness
110	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2008	2008-05-20	Climate Change Legislation	110shrg44664	Yacobucci, Brent, Congressional Research Service	Congressional Research Service	Civil Servants/Public Officials	Other	Scientists	Government Scientists	1		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2008	2008-07-28	The Economics of Global Warming: Shaping How U.S. Companies Are Doing Business	110hhrg61955	George A. David, Chairman, United Technologies Corporation	United Technologies	Air Transport	Transportation	Carbon-intensive Industry	Transportation	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2008	2008-07-28	The Economics of Global Warming: Shaping How U.S. Companies Are Doing Business	110hhrg61955	John G. Rice, Vice Chairman of General Electric and President of GE Infrastructure	General Electric	Misc Manufacturing & Distributing	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2008	2008-07-28	The Economics of Global Warming: Shaping How U.S. Companies Are Doing Business	110hhrg61955	Daniel C. Esty, Yale Center for Environmental Law and Policy	Yale	Education	Other	Scientists	Scientists	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2008	2008-01-23	Hearing on Cap, Auction, and Trade: Auctions and Revenue Recycling Under Carbon Cap and Trade	110hhrg58417	Dallas Burtraw, Senior Fellow, Resources for the Future	Resources for the Future	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2008	2008-01-23	Hearing on Cap, Auction, and Trade: Auctions and Revenue Recycling Under Carbon Cap and Trade	110hhrg58417	Peter Zapfel, Coordinator for Carbon Markets and Energy Policy, European Commission--Environment Directorate General	European Commission	International/Intergovernmental	Other	Other	International/Intergovernmental	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2008	2008-01-23	Hearing on Cap, Auction, and Trade: Auctions and Revenue Recycling Under Carbon Cap and Trade	110hhrg58417	Hon. Ian Bowles, Secretary of Energy and Environmental Affairs, Commonwealth of Massachusetts	Commonwealth of Massachusetts	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2008	2008-01-23	Hearing on Cap, Auction, and Trade: Auctions and Revenue Recycling Under Carbon Cap and Trade	110hhrg58417	John Podesta, President and Chief Executive Officer, Center for American Progress	Center for American Progress	Democratic/Liberal	Ideological/Single-Issue	Non-Profit Organisations	Partisan Non-Profits	0		Other witness	Other witness
110	House	Select Committee on Energy Independence and Global Warming	Energy Independence and Global Warming	2008	2008-01-23	Hearing on Cap, Auction, and Trade: Auctions and Revenue Recycling Under Carbon Cap and Trade	110hhrg58417	Robert Greenstein, Executive Director, Center on Budget Policies and Priorities	Center on Budget Policies and Priorities	Non-Profit Institutions	Other	Non-Profit Organisations	Nonpartisan Non-Profits	0		Other witness	Other witness
110	House	Committee on Ways and Means	Ways and Means	2008	2008-09-18	Policy Options to Prevent Climate Change	110hhrg62201	The Honorable Michael Bloomberg, Mayor, City of New York, New York	Mayor, City of New	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	House	Committee on Ways and Means	Ways and Means	2008	2008-09-18	Policy Options to Prevent Climate Change	110hhrg62201	Peter R. Orszag, Ph.D., Director, Congressional Budget Office	Congressional Budget Office	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
110	House	Committee on Ways and Means	Ways and Means	2008	2008-09-18	Policy Options to Prevent Climate Change	110hhrg62201	The Honorable Carol Browner, Principal, The Albright Group LLC	Albright Group	Lobbyists	Lawyers & Lobbyists	Business & Services	Lawyers & Lobbyists	0		Other witness	Other witness
110	House	Committee on Ways and Means	Ways and Means	2008	2008-09-18	Policy Options to Prevent Climate Change	110hhrg62201	Dallas Burtraw, Ph.D., Senior Fellow, Resources for the Future	Resources for the Future	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	House	Committee on Ways and Means	Ways and Means	2008	2008-09-18	Policy Options to Prevent Climate Change	110hhrg62201	Robert E. Lighthizer, Partner and Head of the International Trade Department, Skadden, Arps, Slate, Meagher & Flom LLP	Meagher & Flom	Lawyers/Law Firms	Lawyers & Lobbyists	Business & Services	Lawyers & Lobbyists	0		Other witness	Other witness
110	House	Committee on Ways and Means	Ways and Means	2008	2008-09-18	Policy Options to Prevent Climate Change	110hhrg62201	Timothy J. Regan, Senior Vice President, Corning Incorporated	Corning Incorporated	Misc Manufacturing & Distributing	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
110	House	Committee on Ways and Means	Ways and Means	2008	2008-09-18	Policy Options to Prevent Climate Change	110hhrg62201	Gary Clyde Hufbauer, Reginald Jones Senior Fellow, Peterson Institute for International Economics	Peterson Institute for International Economics	Non-Profit Institutions	Other	Non-Profit Organisations	Nonpartisan Non-Profits	0		Other witness	Other witness
110	House	Committee on Ways and Means	Ways and Means	2008	2008-09-18	Policy Options to Prevent Climate Change	110hhrg62201	Frank Ackerman, Ph.D., Global Development and Environmental Institute and Stockholm Environment Institute--U.S. Center, Tufts University, Medford, Massachusetts	Tufts University	Education	Other	Scientists	Scientists	0		Other witness	Other witness
110	House	Committee on Ways and Means	Ways and Means	2008	2008-09-18	Policy Options to Prevent Climate Change	110hhrg62201	Daniel R. Abbasi, Director, MissionPoint Capital Partners, Norwalk, Connecticut	Missionpoint Capital Partners	Securities & Investment	Finance, Insurance & Real Estate	Business & Services	Finance, Insurance & Real Estate	0		Other witness	Other witness
110	House	Committee on Ways and Means	Ways and Means	2008	2008-09-18	Policy Options to Prevent Climate Change	110hhrg62201	Jerome Ringo, President, Apollo Alliance, San Francisco, California	Apollo Alliance	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	House	Committee on Ways and Means	Ways and Means	2008	2008-09-18	Policy Options to Prevent Climate Change	110hhrg62201	Peter Barnes, Senior Fellow, Tomales Bay Institute, Point Reyes Station, California	Tomales Bay Institute	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
110	House	Committee on Ways and Means	Ways and Means	2008	2008-09-18	Policy Options to Prevent Climate Change	110hhrg62201	William W. Millar, President, American Public Transportation Association	American Public Transportation Association	Railroads	Transportation	Carbon-intensive Industry	Transportation	0		Other witness	Other witness
110	House	Committee on Ways and Means	Ways and Means	2008	2008-09-18	Policy Options to Prevent Climate Change	110hhrg62201	David W. Kreutzer, Ph.D., Senior Policy Analyst, The Heritage Foundation	Heritage Foundation	Republican/Conservative	Ideological/Single-Issue	Non-Profit Organisations	Partisan Non-Profits	0	Heritage Foundation	Contrarian	Denialist
111	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2009	2009-01-08	Current Energy Security Challenges	111shrg47252	Batten, Kit, Ph.D., Senior Fellow, Center for American Progress Action Fund	Center for American Progress	Democratic/Liberal	Ideological/Single-Issue	Non-Profit Organisations	Partisan Non-Profits	0		Other witness	Other witness
111	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2009	2009-01-08	Current Energy Security Challenges	111shrg47252	Harbert, Karen A., Executive Vice President and Managing Director, Institute for 21st Century Energy, Chamber of Commerce	U.S. Chamber of Commerce	Business Associations	Misc Business	Business & Services	Misc Business	0	US Chamber of Commerce	Contrarian	Other contrarian
111	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2009	2009-01-08	Current Energy Security Challenges	111shrg47252	Schwartz, Eric, Member, Energy Security Leadership Council & Former Co-CEO of Goldman Sachs Asset Management	Goldman Sachs	Securities & Investment	Finance, Insurance & Real Estate	Business & Services	Finance, Insurance & Real Estate	0		Other witness	Other witness
111	Senate	Committee on Energy and Natural Resources	Energy and Natural Resources	2009	2009-01-08	Current Energy Security Challenges	111shrg47252	Nielson, Dianne R., Ph.D., Energy Advisor, Office of the Governor, Salt Lake City, UT	Salt Lake City, UT	Civil Servants/Public Officials	Other	Government Officials	Government Officials	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-01-15	The U.S. Climate Action Partnership	111hhrg63514	Jeffrey R. Immelt, Chairman and Chief Executive Officer, General Electric	General Electric	Misc Manufacturing & Distributing	Misc Business	Carbon-intensive Industry	Manufacturing	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-01-15	The U.S. Climate Action Partnership	111hhrg63514	Jim Rogers, Chairman, President, and Chief Executive Officer, Duke Energy	Duke Energy	Electric Utilities	Energy & Natural Resources	Fossil Fuel Industry	Electric Utilities	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-01-15	The U.S. Climate Action Partnership	111hhrg63514	Frances Beinecke, President, Natural Resources Defense Council	Natural Resources Defense Council	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-01-15	The U.S. Climate Action Partnership	111hhrg63514	Fred Krupp, President, Environmental Defense Fund	Environmental Defense Fund	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
111	House	Committee on Energy and Commerce	Energy and Commerce	2009	2009-01-15	The U.S. Climate Action Partnership	111hhrg63514	Eileen Claussen, President, Pew Center on Global Climate Change	Pew Center on Global Climate Change	Environment	Ideological/Single-Issue	Non-Profit Organisations	Environment	0		Other witness	Other witness
